employee_id,fullname,directorate,position,grade,tgv_name,tv_name,baseline_score,tv_match_rate,tgv_match_rate,final_match_rate
EMP101234,Luthfi Ananda,Technology,Finance Officer,IV,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.29
EMP100268,Nadia Tri Fauziah,Commercial,Sales Supervisor,III,Behavioral Profile,Top 5 Strengths,100,100,100,91.27
EMP100268,Nadia Tri Fauziah,Commercial,Sales Supervisor,III,Cognitive & Personality Profile,IQ Score,109,86.24,86.24,91.27
EMP101449,Bella Hidayat,Commercial,Brand Executive,III,Context & Experience,Education & Years of Service,100,90,90,91.27
EMP100306,Dinda Kusuma Ananda,HR & Corp Affairs,Data Analyst,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.27
EMP100306,Dinda Kusuma Ananda,HR & Corp Affairs,Data Analyst,III,Context & Experience,Education & Years of Service,100,70,70,91.27
EMP100306,Dinda Kusuma Ananda,HR & Corp Affairs,Data Analyst,III,Behavioral Profile,Top 5 Strengths,100,100,100,91.27
EMP101449,Bella Hidayat,Commercial,Brand Executive,III,Core Competencies,Average of 10 Pillars,3.46938775510204,95.06,95.06,91.27
EMP100268,Nadia Tri Fauziah,Commercial,Sales Supervisor,III,Context & Experience,Education & Years of Service,100,85,85,91.27
EMP101449,Bella Hidayat,Commercial,Brand Executive,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.27
EMP100306,Dinda Kusuma Ananda,HR & Corp Affairs,Data Analyst,III,Core Competencies,Average of 10 Pillars,3.46938775510204,95.06,95.06,91.27
EMP100268,Nadia Tri Fauziah,Commercial,Sales Supervisor,III,Core Competencies,Average of 10 Pillars,3.46938775510204,93.83,93.83,91.27
EMP101449,Bella Hidayat,Commercial,Brand Executive,III,Behavioral Profile,Top 5 Strengths,100,80,80,91.27
EMP100356,Adi Baskara Subekti,Technology,HRBP,V,Core Competencies,Average of 10 Pillars,3.46938775510204,95.04,95.04,91.26
EMP100708,Dian Hidayat,Technology,HRBP,V,Cognitive & Personality Profile,IQ Score,109,84.40,84.40,91.26
EMP100356,Adi Baskara Subekti,Technology,HRBP,V,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.26
EMP100356,Adi Baskara Subekti,Technology,HRBP,V,Context & Experience,Education & Years of Service,100,70,70,91.26
EMP100708,Dian Hidayat,Technology,HRBP,V,Behavioral Profile,Top 5 Strengths,100,100,100,91.26
EMP100356,Adi Baskara Subekti,Technology,HRBP,V,Behavioral Profile,Top 5 Strengths,100,100,100,91.26
EMP100708,Dian Hidayat,Technology,HRBP,V,Core Competencies,Average of 10 Pillars,3.46938775510204,95.64,95.64,91.26
EMP100708,Dian Hidayat,Technology,HRBP,V,Context & Experience,Education & Years of Service,100,85,85,91.26
EMP100633,Dewi Setiawan,Commercial,Sales Supervisor,V,Behavioral Profile,Top 5 Strengths,100,80,80,91.25
EMP101395,Nabila Saputra Setiawan,HR & Corp Affairs,Finance Officer,III,Context & Experience,Education & Years of Service,100,85,85,91.25
EMP101998,Kurnia Subekti,Technology,Sales Supervisor,III,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.25
EMP100884,Rizki Utama Kurniawan,Commercial,HRBP,III,Behavioral Profile,Top 5 Strengths,100,80,80,91.25
EMP100120,Iman Maulida,Commercial,Data Analyst,IV,Context & Experience,Education & Years of Service,100,85,85,91.25
EMP101081,Putri Nabila Rohman,Commercial,Brand Executive,III,Context & Experience,Education & Years of Service,100,85,85,91.25
EMP100350,Galih Ganesha Fauziah,HR & Corp Affairs,HRBP,V,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.25
EMP100241,Sari Saputra Lukman,Commercial,Supply Planner,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.25
EMP101403,Oktavia Jatmiko Utami,Technology,Data Analyst,V,Context & Experience,Education & Years of Service,100,85,85,91.25
EMP101456,Nurlita Rachman Ramadhan,Technology,HRBP,V,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.25
EMP100633,Dewi Setiawan,Commercial,Sales Supervisor,V,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.25
EMP101006,Yuni Pratama,Technology,Sales Supervisor,III,Context & Experience,Education & Years of Service,100,85,85,91.25
EMP100006,Indra Santoso,HR & Corp Affairs,Finance Officer,III,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.25
EMP101425,Wahyu Aji Situmorang,Commercial,Sales Supervisor,IV,Context & Experience,Education & Years of Service,100,85,85,91.25
EMP100405,Teguh Erlangga Setiawan,Commercial,Brand Executive,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.25
EMP100148,Galih Zulfikar Hasibuan,Commercial,Brand Executive,III,Context & Experience,Education & Years of Service,100,85,85,91.25
EMP100241,Sari Saputra Lukman,Commercial,Supply Planner,IV,Behavioral Profile,Top 5 Strengths,100,80,80,91.25
EMP100241,Sari Saputra Lukman,Commercial,Supply Planner,IV,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.25
EMP101425,Wahyu Aji Situmorang,Commercial,Sales Supervisor,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.25
EMP100350,Galih Ganesha Fauziah,HR & Corp Affairs,HRBP,V,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.25
EMP100953,Hadi Anugrah Yulianto,Technology,HRBP,IV,Context & Experience,Education & Years of Service,100,85,85,91.25
EMP101456,Nurlita Rachman Ramadhan,Technology,HRBP,V,Context & Experience,Education & Years of Service,100,85,85,91.25
EMP101403,Oktavia Jatmiko Utami,Technology,Data Analyst,V,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.25
EMP100953,Hadi Anugrah Yulianto,Technology,HRBP,IV,Behavioral Profile,Top 5 Strengths,100,80,80,91.25
EMP101367,Ahmad Nugroho,HR & Corp Affairs,Data Analyst,IV,Context & Experience,Education & Years of Service,100,85,85,91.25
EMP101365,Teguh Setiawan,Technology,Supply Planner,III,Context & Experience,Education & Years of Service,100,85,85,91.25
EMP101627,Zahra Ramadhan,HR & Corp Affairs,Brand Executive,V,Behavioral Profile,Top 5 Strengths,100,80,80,91.25
EMP101627,Zahra Ramadhan,HR & Corp Affairs,Brand Executive,V,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.25
EMP100148,Galih Zulfikar Hasibuan,Commercial,Brand Executive,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.25
EMP100834,Nadia Rachman Pratomo,Technology,Supply Planner,V,Behavioral Profile,Top 5 Strengths,100,100,100,91.25
EMP101627,Zahra Ramadhan,HR & Corp Affairs,Brand Executive,V,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.25
EMP100148,Galih Zulfikar Hasibuan,Commercial,Brand Executive,III,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.25
EMP100884,Rizki Utama Kurniawan,Commercial,HRBP,III,Context & Experience,Education & Years of Service,100,85,85,91.25
EMP100241,Sari Saputra Lukman,Commercial,Supply Planner,IV,Context & Experience,Education & Years of Service,100,85,85,91.25
EMP100006,Indra Santoso,HR & Corp Affairs,Finance Officer,III,Behavioral Profile,Top 5 Strengths,100,80,80,91.25
EMP100120,Iman Maulida,Commercial,Data Analyst,IV,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.25
EMP101006,Yuni Pratama,Technology,Sales Supervisor,III,Behavioral Profile,Top 5 Strengths,100,80,80,91.25
EMP101081,Putri Nabila Rohman,Commercial,Brand Executive,III,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.25
EMP100735,Oka Suharto,Commercial,Sales Supervisor,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,80.00,80.00,91.25
EMP100633,Dewi Setiawan,Commercial,Sales Supervisor,V,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.25
EMP100884,Rizki Utama Kurniawan,Commercial,HRBP,III,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.25
EMP101176,Dimas Tri Pratama,HR & Corp Affairs,HRBP,III,Context & Experience,Education & Years of Service,100,85,85,91.25
EMP100834,Nadia Rachman Pratomo,Technology,Supply Planner,V,Context & Experience,Education & Years of Service,100,70,70,91.25
EMP100735,Oka Suharto,Commercial,Sales Supervisor,IV,Behavioral Profile,Top 5 Strengths,100,100,100,91.25
EMP100405,Teguh Erlangga Setiawan,Commercial,Brand Executive,III,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.25
EMP100803,Maya Kusuma Putra,Technology,Sales Supervisor,IV,Behavioral Profile,Top 5 Strengths,100,80,80,91.25
EMP101176,Dimas Tri Pratama,HR & Corp Affairs,HRBP,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.25
EMP100953,Hadi Anugrah Yulianto,Technology,HRBP,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.25
EMP100803,Maya Kusuma Putra,Technology,Sales Supervisor,IV,Context & Experience,Education & Years of Service,100,85,85,91.25
EMP100794,Wulan Kusuma Mahendra,Commercial,Brand Executive,V,Context & Experience,Education & Years of Service,100,85,85,91.25
EMP101176,Dimas Tri Pratama,HR & Corp Affairs,HRBP,III,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.25
EMP100735,Oka Suharto,Commercial,Sales Supervisor,IV,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.25
EMP100794,Wulan Kusuma Mahendra,Commercial,Brand Executive,V,Behavioral Profile,Top 5 Strengths,100,80,80,91.25
EMP100148,Galih Zulfikar Hasibuan,Commercial,Brand Executive,III,Behavioral Profile,Top 5 Strengths,100,80,80,91.25
EMP101456,Nurlita Rachman Ramadhan,Technology,HRBP,V,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.25
EMP100735,Oka Suharto,Commercial,Sales Supervisor,IV,Context & Experience,Education & Years of Service,100,85,85,91.25
EMP101246,Joko Pradana,HR & Corp Affairs,Brand Executive,III,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.25
EMP100794,Wulan Kusuma Mahendra,Commercial,Brand Executive,V,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.25
EMP101081,Putri Nabila Rohman,Commercial,Brand Executive,III,Behavioral Profile,Top 5 Strengths,100,80,80,91.25
EMP101981,Novi Aji Suharto,Commercial,Supply Planner,III,Context & Experience,Education & Years of Service,100,85,85,91.25
EMP100834,Nadia Rachman Pratomo,Technology,Supply Planner,V,Core Competencies,Average of 10 Pillars,3.46938775510204,96.82,96.82,91.25
EMP100803,Maya Kusuma Putra,Technology,Sales Supervisor,IV,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.25
EMP101425,Wahyu Aji Situmorang,Commercial,Sales Supervisor,IV,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.25
EMP100834,Nadia Rachman Pratomo,Technology,Supply Planner,V,Cognitive & Personality Profile,IQ Score,109,98.17,98.17,91.25
EMP101456,Nurlita Rachman Ramadhan,Technology,HRBP,V,Behavioral Profile,Top 5 Strengths,100,80,80,91.25
EMP100350,Galih Ganesha Fauziah,HR & Corp Affairs,HRBP,V,Behavioral Profile,Top 5 Strengths,100,80,80,91.25
EMP101403,Oktavia Jatmiko Utami,Technology,Data Analyst,V,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.25
EMP101006,Yuni Pratama,Technology,Sales Supervisor,III,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.25
EMP101425,Wahyu Aji Situmorang,Commercial,Sales Supervisor,IV,Behavioral Profile,Top 5 Strengths,100,80,80,91.25
EMP100884,Rizki Utama Kurniawan,Commercial,HRBP,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.25
EMP101395,Nabila Saputra Setiawan,HR & Corp Affairs,Finance Officer,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.25
EMP101275,Wulan Mahardika Salsabila,HR & Corp Affairs,Supply Planner,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.25
EMP100350,Galih Ganesha Fauziah,HR & Corp Affairs,HRBP,V,Context & Experience,Education & Years of Service,100,85,85,91.25
EMP101403,Oktavia Jatmiko Utami,Technology,Data Analyst,V,Behavioral Profile,Top 5 Strengths,100,80,80,91.25
EMP101395,Nabila Saputra Setiawan,HR & Corp Affairs,Finance Officer,III,Behavioral Profile,Top 5 Strengths,100,80,80,91.25
EMP101367,Ahmad Nugroho,HR & Corp Affairs,Data Analyst,IV,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.25
EMP101365,Teguh Setiawan,Technology,Supply Planner,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.25
EMP100120,Iman Maulida,Commercial,Data Analyst,IV,Behavioral Profile,Top 5 Strengths,100,80,80,91.25
EMP100006,Indra Santoso,HR & Corp Affairs,Finance Officer,III,Context & Experience,Education & Years of Service,100,85,85,91.25
EMP100633,Dewi Setiawan,Commercial,Sales Supervisor,V,Context & Experience,Education & Years of Service,100,85,85,91.25
EMP101367,Ahmad Nugroho,HR & Corp Affairs,Data Analyst,IV,Behavioral Profile,Top 5 Strengths,100,80,80,91.25
EMP101243,Nugroho Setiawan,Commercial,Data Analyst,IV,Context & Experience,Education & Years of Service,100,85,85,91.25
EMP101365,Teguh Setiawan,Technology,Supply Planner,III,Behavioral Profile,Top 5 Strengths,100,80,80,91.25
EMP101365,Teguh Setiawan,Technology,Supply Planner,III,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.25
EMP101246,Joko Pradana,HR & Corp Affairs,Brand Executive,III,Context & Experience,Education & Years of Service,100,85,85,91.25
EMP100953,Hadi Anugrah Yulianto,Technology,HRBP,IV,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.25
EMP100405,Teguh Erlangga Setiawan,Commercial,Brand Executive,III,Behavioral Profile,Top 5 Strengths,100,80,80,91.25
EMP100006,Indra Santoso,HR & Corp Affairs,Finance Officer,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.25
EMP100405,Teguh Erlangga Setiawan,Commercial,Brand Executive,III,Context & Experience,Education & Years of Service,100,85,85,91.25
EMP101627,Zahra Ramadhan,HR & Corp Affairs,Brand Executive,V,Context & Experience,Education & Years of Service,100,85,85,91.25
EMP101998,Kurnia Subekti,Technology,Sales Supervisor,III,Behavioral Profile,Top 5 Strengths,100,80,80,91.25
EMP101367,Ahmad Nugroho,HR & Corp Affairs,Data Analyst,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.25
EMP100794,Wulan Kusuma Mahendra,Commercial,Brand Executive,V,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.25
EMP101395,Nabila Saputra Setiawan,HR & Corp Affairs,Finance Officer,III,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.25
EMP101176,Dimas Tri Pratama,HR & Corp Affairs,HRBP,III,Behavioral Profile,Top 5 Strengths,100,80,80,91.25
EMP101275,Wulan Mahardika Salsabila,HR & Corp Affairs,Supply Planner,IV,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.25
EMP101006,Yuni Pratama,Technology,Sales Supervisor,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.25
EMP101998,Kurnia Subekti,Technology,Sales Supervisor,III,Context & Experience,Education & Years of Service,100,85,85,91.25
EMP101246,Joko Pradana,HR & Corp Affairs,Brand Executive,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.25
EMP101246,Joko Pradana,HR & Corp Affairs,Brand Executive,III,Behavioral Profile,Top 5 Strengths,100,80,80,91.25
EMP101243,Nugroho Setiawan,Commercial,Data Analyst,IV,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.25
EMP100120,Iman Maulida,Commercial,Data Analyst,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.25
EMP101998,Kurnia Subekti,Technology,Sales Supervisor,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.25
EMP101081,Putri Nabila Rohman,Commercial,Brand Executive,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.25
EMP101981,Novi Aji Suharto,Commercial,Supply Planner,III,Behavioral Profile,Top 5 Strengths,100,80,80,91.25
EMP101981,Novi Aji Suharto,Commercial,Supply Planner,III,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.25
EMP101275,Wulan Mahardika Salsabila,HR & Corp Affairs,Supply Planner,IV,Behavioral Profile,Top 5 Strengths,100,80,80,91.25
EMP101981,Novi Aji Suharto,Commercial,Supply Planner,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.25
EMP100803,Maya Kusuma Putra,Technology,Sales Supervisor,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.25
EMP101275,Wulan Mahardika Salsabila,HR & Corp Affairs,Supply Planner,IV,Context & Experience,Education & Years of Service,100,85,85,91.25
EMP101243,Nugroho Setiawan,Commercial,Data Analyst,IV,Behavioral Profile,Top 5 Strengths,100,80,80,91.25
EMP101243,Nugroho Setiawan,Commercial,Data Analyst,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.25
EMP101745,Utami Pramudita Kurniawan,Technology,Data Analyst,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,99.96,99.96,91.24
EMP101745,Utami Pramudita Kurniawan,Technology,Data Analyst,IV,Behavioral Profile,Top 5 Strengths,100,80,80,91.24
EMP101745,Utami Pramudita Kurniawan,Technology,Data Analyst,IV,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.24
EMP101745,Utami Pramudita Kurniawan,Technology,Data Analyst,IV,Context & Experience,Education & Years of Service,100,85,85,91.24
EMP100592,Galih Handayani,Commercial,Supply Planner,V,Core Competencies,Average of 10 Pillars,3.46938775510204,99.92,99.92,91.23
EMP100592,Galih Handayani,Commercial,Supply Planner,V,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.23
EMP100592,Galih Handayani,Commercial,Supply Planner,V,Behavioral Profile,Top 5 Strengths,100,80,80,91.23
EMP100592,Galih Handayani,Commercial,Supply Planner,V,Context & Experience,Education & Years of Service,100,85,85,91.23
EMP100935,Evi Erlangga Herlambang,Technology,Sales Supervisor,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.22
EMP100032,Galih Mahardika Purnama,Technology,Finance Officer,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.22
EMP100935,Evi Erlangga Herlambang,Technology,Sales Supervisor,III,Core Competencies,Average of 10 Pillars,3.46938775510204,94.88,94.88,91.22
EMP100032,Galih Mahardika Purnama,Technology,Finance Officer,III,Behavioral Profile,Top 5 Strengths,100,100,100,91.22
EMP100935,Evi Erlangga Herlambang,Technology,Sales Supervisor,III,Context & Experience,Education & Years of Service,100,70,70,91.22
EMP100032,Galih Mahardika Purnama,Technology,Finance Officer,III,Core Competencies,Average of 10 Pillars,3.46938775510204,94.88,94.88,91.22
EMP100032,Galih Mahardika Purnama,Technology,Finance Officer,III,Context & Experience,Education & Years of Service,100,70,70,91.22
EMP100935,Evi Erlangga Herlambang,Technology,Sales Supervisor,III,Behavioral Profile,Top 5 Strengths,100,100,100,91.22
DUP3015,Bayu Kurniawan,Technology,Brand Executive,III,Behavioral Profile,Top 5 Strengths,100,100,100,91.21
DUP3015,Bayu Kurniawan,Technology,Brand Executive,III,Cognitive & Personality Profile,IQ Score,109,79.82,79.82,91.21
EMP100198,Citra Baskara Suharto,Technology,Brand Executive,IV,Behavioral Profile,Top 5 Strengths,100,100,100,91.21
EMP100198,Citra Baskara Suharto,Technology,Brand Executive,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.21
EMP100567,Nurlita Ananda,Technology,Brand Executive,III,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.21
DUP3015,Bayu Kurniawan,Technology,Brand Executive,III,Context & Experience,Education & Years of Service,100,85,85,91.21
EMP100567,Nurlita Ananda,Technology,Brand Executive,III,Context & Experience,Education & Years of Service,100,85,85,91.21
EMP100567,Nurlita Ananda,Technology,Brand Executive,III,Cognitive & Personality Profile,IQ Score,109,79.82,79.82,91.21
EMP101465,Oka Lestari Simanjuntak,Technology,Supply Planner,V,Behavioral Profile,Top 5 Strengths,100,100,100,91.21
EMP100198,Citra Baskara Suharto,Technology,Brand Executive,IV,Context & Experience,Education & Years of Service,100,85,85,91.21
EMP101465,Oka Lestari Simanjuntak,Technology,Supply Planner,V,Core Competencies,Average of 10 Pillars,3.46938775510204,78.61,78.61,91.21
DUP3015,Bayu Kurniawan,Technology,Brand Executive,III,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.21
EMP100567,Nurlita Ananda,Technology,Brand Executive,III,Behavioral Profile,Top 5 Strengths,100,100,100,91.21
EMP101465,Oka Lestari Simanjuntak,Technology,Supply Planner,V,Cognitive & Personality Profile,IQ Score,109,86.24,86.24,91.21
EMP101465,Oka Lestari Simanjuntak,Technology,Supply Planner,V,Context & Experience,Education & Years of Service,100,100,100,91.21
EMP100198,Citra Baskara Suharto,Technology,Brand Executive,IV,Cognitive & Personality Profile,IQ Score,109,79.82,79.82,91.21
EMP101509,Satya Tri Kusuma,Technology,Supply Planner,III,Behavioral Profile,Top 5 Strengths,100,100,100,91.20
EMP100427,Dimas Adi Mahendra,Commercial,HRBP,IV,Context & Experience,Education & Years of Service,100,70,70,91.20
EMP100427,Dimas Adi Mahendra,Commercial,HRBP,IV,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.20
EMP100427,Dimas Adi Mahendra,Commercial,HRBP,IV,Behavioral Profile,Top 5 Strengths,100,100,100,91.20
EMP101509,Satya Tri Kusuma,Technology,Supply Planner,III,Core Competencies,Average of 10 Pillars,3.46938775510204,94.81,94.81,91.20
EMP101509,Satya Tri Kusuma,Technology,Supply Planner,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.20
EMP101509,Satya Tri Kusuma,Technology,Supply Planner,III,Context & Experience,Education & Years of Service,100,70,70,91.20
EMP100427,Dimas Adi Mahendra,Commercial,HRBP,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,94.80,94.80,91.20
EMP101210,Luthfi Lestari Rahmawati,Commercial,Finance Officer,V,Context & Experience,Education & Years of Service,100,85,85,91.19
EMP101210,Luthfi Lestari Rahmawati,Commercial,Finance Officer,V,Behavioral Profile,Top 5 Strengths,100,100,100,91.19
EMP101210,Luthfi Lestari Rahmawati,Commercial,Finance Officer,V,Cognitive & Personality Profile,IQ Score,109,94.50,94.50,91.19
EMP101210,Luthfi Lestari Rahmawati,Commercial,Finance Officer,V,Core Competencies,Average of 10 Pillars,3.46938775510204,85.27,85.27,91.19
EMP101202,Valdo Utami,Commercial,Finance Officer,III,Behavioral Profile,Top 5 Strengths,100,100,100,91.18
EMP101202,Valdo Utami,Commercial,Finance Officer,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.18
EMP101202,Valdo Utami,Commercial,Finance Officer,III,Context & Experience,Education & Years of Service,100,70,70,91.18
EMP101202,Valdo Utami,Commercial,Finance Officer,III,Core Competencies,Average of 10 Pillars,3.46938775510204,94.71,94.71,91.18
EMP100648,Sari Mahardika Firmansyah,HR & Corp Affairs,Finance Officer,III,Core Competencies,Average of 10 Pillars,3.46938775510204,74.68,74.68,91.17
EMP100535,Wahyu Nabila Saputra,Technology,Supply Planner,IV,Context & Experience,Education & Years of Service,100,100,100,91.17
EMP100648,Sari Mahardika Firmansyah,HR & Corp Affairs,Finance Officer,III,Context & Experience,Education & Years of Service,100,90,90,91.17
EMP100535,Wahyu Nabila Saputra,Technology,Supply Planner,IV,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.17
EMP100648,Sari Mahardika Firmansyah,HR & Corp Affairs,Finance Officer,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.17
EMP100648,Sari Mahardika Firmansyah,HR & Corp Affairs,Finance Officer,III,Behavioral Profile,Top 5 Strengths,100,100,100,91.17
EMP100535,Wahyu Nabila Saputra,Technology,Supply Planner,IV,Behavioral Profile,Top 5 Strengths,100,80,80,91.17
EMP100535,Wahyu Nabila Saputra,Technology,Supply Planner,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,84.67,84.67,91.17
EMP101499,Hadi Sinaga,Technology,Sales Supervisor,III,Core Competencies,Average of 10 Pillars,3.46938775510204,99.63,99.63,91.16
EMP101499,Hadi Sinaga,Technology,Sales Supervisor,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.16
EMP101499,Hadi Sinaga,Technology,Sales Supervisor,III,Context & Experience,Education & Years of Service,100,85,85,91.16
EMP101499,Hadi Sinaga,Technology,Sales Supervisor,III,Behavioral Profile,Top 5 Strengths,100,80,80,91.16
EMP100454,Nadia Iqbal Maulana,Commercial,Finance Officer,IV,Context & Experience,Education & Years of Service,100,70,70,91.15
EMP101160,Oka Lestari Wijaya,HR & Corp Affairs,Finance Officer,III,Core Competencies,Average of 10 Pillars,3.46938775510204,79.61,79.61,91.15
EMP101160,Oka Lestari Wijaya,HR & Corp Affairs,Finance Officer,III,Context & Experience,Education & Years of Service,100,85,85,91.15
EMP100454,Nadia Iqbal Maulana,Commercial,Finance Officer,IV,Behavioral Profile,Top 5 Strengths,100,100,100,91.15
EMP100454,Nadia Iqbal Maulana,Commercial,Finance Officer,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,94.60,94.60,91.15
EMP101160,Oka Lestari Wijaya,HR & Corp Affairs,Finance Officer,III,Behavioral Profile,Top 5 Strengths,100,100,100,91.15
EMP101160,Oka Lestari Wijaya,HR & Corp Affairs,Finance Officer,III,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.15
EMP100454,Nadia Iqbal Maulana,Commercial,Finance Officer,IV,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.15
EMP101855,Rizki Pratama,Commercial,Data Analyst,V,Context & Experience,Education & Years of Service,100,85,85,91.14
EMP101855,Rizki Pratama,Commercial,Data Analyst,V,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.14
EMP101855,Rizki Pratama,Commercial,Data Analyst,V,Behavioral Profile,Top 5 Strengths,100,80,80,91.14
EMP101855,Rizki Pratama,Commercial,Data Analyst,V,Core Competencies,Average of 10 Pillars,3.46938775510204,99.57,99.57,91.14
EMP100412,Tania Syahputra,Commercial,Brand Executive,IV,Context & Experience,Education & Years of Service,100,70,70,91.13
EMP100534,Rama Kurniawan,Technology,HRBP,IV,Context & Experience,Education & Years of Service,100,70,70,91.13
EMP100412,Tania Syahputra,Commercial,Brand Executive,IV,Behavioral Profile,Top 5 Strengths,100,100,100,91.13
EMP100412,Tania Syahputra,Commercial,Brand Executive,IV,Cognitive & Personality Profile,IQ Score,109,100.00,100.00,91.13
EMP101548,Fitri Saputra Tamba,Commercial,HRBP,V,Cognitive & Personality Profile,IQ Score,109,94.50,94.50,91.13
EMP101548,Fitri Saputra Tamba,Commercial,HRBP,V,Core Competencies,Average of 10 Pillars,3.46938775510204,100.00,100.00,91.13
EMP101548,Fitri Saputra Tamba,Commercial,HRBP,V,Behavioral Profile,Top 5 Strengths,100,100,100,91.13
EMP100534,Rama Kurniawan,Technology,HRBP,IV,Cognitive & Personality Profile,IQ Score,109,94.50,94.50,91.13
EMP100534,Rama Kurniawan,Technology,HRBP,IV,Behavioral Profile,Top 5 Strengths,100,100,100,91.13
EMP100412,Tania Syahputra,Commercial,Brand Executive,IV,Core Competencies,Average of 10 Pillars,3.46938775510204,94.51,94.51,91.13
